# Nb2O5, literature reference, NOT from this campaign. Optical constants of the universal dispersion model of D. Franta, B. Hroncova, J. Dvorak, J. Vohanka, P. Franta, I. Ohlidal, V. Pekar and D. Skoda, Opt. Mater. 157, 116133 (2024), for magnetron-sputtered Nb2O5 films made on another plant. Tabulated from the refractiveindex.info entry 'main/Nb2O5/Franta', 250-4848 nm. Used only as a deliberately foreign starting point for the in situ multi-start test of Section 6; never as a result. sigma_n is a flat placeholder of 0.01 and carries no published meaning: nothing in the deposit reads it for this table.
Wavelength_nm,n,k,sigma_n
940.0,2.269312306575451,5.502805958220708e-06,0.01
942.0,2.2691160235905166,5.538798459037989e-06,0.01
944.0,2.268920891553171,5.574947691169554e-06,0.01
946.0,2.2687269486664206,5.611244532612983e-06,0.01
948.0,2.268534126445428,5.647699747822011e-06,0.01
950.0,2.268342372055928,5.68432159127568e-06,0.01
952.0,2.268151719438577,5.72110182439134e-06,0.01
954.0,2.2679621567064605,5.758040853596933e-06,0.01
956.0,2.2677736807189564,5.795137374777477e-06,0.01
958.0,2.2675863483323866,5.832378386138638e-06,0.01
960.0,2.267400106199375,5.869814796250815e-06,0.01
962.0,2.2672149833685458,5.907397078296116e-06,0.01
964.0,2.2670308362723715,5.945152334481695e-06,0.01
966.0,2.266847749635953,5.983061451618858e-06,0.01
968.0,2.266665699902598,6.0211272160984924e-06,0.01
970.0,2.266484649739342,6.059355482071952e-06,0.01
972.0,2.266304588566369,6.097746631592051e-06,0.01
974.0,2.266125505934866,6.136301042315508e-06,0.01
976.0,2.265947398918018,6.175017464059413e-06,0.01
978.0,2.2657703543224623,6.213887981712746e-06,0.01
980.0,2.2655942839968146,6.252957890826843e-06,0.01
982.0,2.265419214725009,6.2921792035871155e-06,0.01
984.0,2.2652450851621326,6.331563508907302e-06,0.01
986.0,2.2650719173857508,6.371103794495297e-06,0.01
988.0,2.2648996554377496,6.410810845007692e-06,0.01
990.0,2.264728272827615,6.45068902549572e-06,0.01
992.0,2.2645578308861154,6.490722087376903e-06,0.01
994.0,2.2643882681079703,6.530922508642764e-06,0.01
996.0,2.264219698889289,6.571314832675936e-06,0.01
998.0,2.2640520781099345,6.611865040511075e-06,0.01
1000.0,2.2638851062351697,6.652633897280602e-06,0.01
1002.0,2.263719192980736,6.693519770846019e-06,0.01
1004.0,2.263554172143939,6.734560691767013e-06,0.01
1006.0,2.2633898676261204,6.775798899431465e-06,0.01
1008.0,2.263226598218621,6.817151934363968e-06,0.01
1010.0,2.2630638731151724,6.858765623036379e-06,0.01
1012.0,2.262902385788755,6.900488657994464e-06,0.01
1014.0,2.262741974212735,6.9423086763187615e-06,0.01
